Name,Japanese_name,Type,Episodes,Release_season,Rating
Asobi Asobase, Asobi Asobase - workshop of fun -,TV   ,12.0,Summer, All-Girls School
Sekai-ichi Hatsukoi: World's Greatest First Love OVA, Sekai-ichi Hatsukoi OVA,OVA  ,2.0,, Comedy
Black Lagoon: Roberta's Blood Trail,,OVA  ,5.0,, Seinen
Bungo Stray Dogs,,TV   ,12.0,Spring, Comedy
The World God Only Knows: Goddesses Arc, Kami nomi zo Shiru Sekai: Megami-hen,TV   ,12.0,Summer, Fantasy
KonoSuba – God’s blessing on this wonderful world! 2 OVA, Kono Subarashii Sekai ni Shukufuku wo! 2 OVA,OVA  ,1.0,, Fantasy
Bakuman.,,TV   ,25.0,Fall , Shounen
Tian Bao Fuyao Lu 2nd Season, Legend of Tang 2nd Season,Web  ,13.0,, Fantasy
Hozuki's Coolheadedness 2nd Season, Hozuki no Reitetsu 2nd Season,TV   ,13.0,Fall , Seinen
xxxHOLiC Shunmuki,,OVA  ,2.0,, Seinen
Yona of the Dawn OVA, Akatsuki no Yona OVA,OVA  ,1.0,, Shoujo
Darker than Black, Darker Than Black: Kuro no Keiyakusha,TV   ,25.0,Spring, Sci Fi
Wan Sheng Jie, All Saints Street,Web  ,12.0,, Fantasy
Initial D,,TV   ,26.0,Spring, Drama
Welcome to the NHK!, NHK ni Youkoso!,TV   ,24.0,Summer, Drama
One-Punch Man 2,,TV   ,12.0,Spring, Comedy
JoJo's Bizarre Adventure (2012), JoJo no Kimyou na Bouken (2012),TV   ,26.0,Fall , Shounen
Non Non Biyori Repeat,,TV   ,12.0,Summer, Seinen
Jormungand: Perfect Order,,TV   ,12.0,Fall , Seinen
Durarara!! X2 The Second Arc, Durarara!!x2 Ten,TV   ,12.0,Summer, Comedy
Slam Dunk,,TV   ,101.0,, Comedy
Aria the Origination,,TV   ,13.0,Winter, Shounen
Chihayafuru,,TV   ,25.0,Fall , Josei
Drifters,,TV   ,12.0,Fall , Fantasy
Magi: Adventure of Sinbad OVA, Magi: Sinbad no Bouken OVA,OVA  ,5.0,, Adventure
Castlevania,,Web  ,4.0,Summer, Adventure
Rurouni Kenshin: Seisouhen, Samurai X: Reflection,OVA  ,2.0,, Romance
Sekai-ichi Hatsukoi: World's Greatest First Love, Sekai-ichi Hatsukoi,TV   ,12.0,Spring, Comedy
Bakemonogatari,,TV   ,15.0,Summer, Comedy
Food Wars! Toutsuki Juukketsu, Shokugeki no Soma: Toutsuki Juukketsu,OVA  ,1.0,, Shounen
KonoSuba – God's blessing on this wonderful world!, Kono Subarashii Sekai ni Shukufuku wo!,TV   ,10.0,Winter, Comedy
Carole & Tuesday,,TV   ,24.0,Spring, Sci Fi
K-On!!,,TV   ,26.0,Spring, Seinen
One Piece: Strong World - Episode 0,,OVA  ,1.0,, Adventure
Yi Nian Yongheng, A Will Eternal,Web  ,52.0,, Comedy
Hinamatsuri,,TV   ,12.0,Spring, Sci Fi
School Rumble: 2nd Semester, School Rumble Ni Gakki,TV   ,26.0,Spring, Romance
A Certain Scientific Railgun T, Toaru Kagaku no Railgun T,TV   ,25.0,Winter, Sci Fi
My Love Story!!, Ore Monogatari!!,TV   ,24.0,Spring, Drama
Is It Wrong to Try to Pick Up Girls in a Dungeon?, Dungeon ni Deai wo Motomeru no wa Machigatte Iru Darou ka,TV   ,13.0,Spring, Comedy
Dou Po Cangqiong 2nd Season, Battle Through the Heavens 2nd Season,Web  ,12.0,, Fantasy
Classroom of the Elite, Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV   ,12.0,Summer, Ecchi
IDOLiSH7: Second BEAT!,,TV   ,15.0,Spring, Idols
Ace of the Diamond, Diamond no Ace,TV   ,75.0,Fall , Sports
Kino's Journey, Kino no Tabi: The Beautiful World,TV   ,13.0,Spring, Drama
Mobile Suit Gundam: Iron-Blooded Orphans, Kidou Senshi Gundam: Tekketsu no Orphans,TV   ,25.0,Fall , Mecha
March Comes in like a Lion, 3-gatsu no Lion,TV   ,22.0,Fall , Seinen
Little Busters! Refrain,,TV   ,13.0,Fall , Romance
The World God Only Knows II, Kami nomi zo Shiru Sekai II,TV   ,12.0,Spring, Fantasy
The Prince of Tennis: The National Tournament - Semifinal, Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,OVA  ,6.0,, Shounen
Bungo Stray Dogs: Walking Alone, Bungo Stray Dogs: Hitori Ayumu,OVA  ,1.0,, Seinen
History's Strongest Disciple Kenichi OVA, Shijou Saikyou no Deshi Kenichi OVA,OVA  ,11.0,, Shounen
Moribito: Guardian of the Spirit, Seirei no Moribito,TV   ,26.0,Spring, Drama
Kaiji - Against All Rules, Gyakkyou Burai Kaiji: Hakairoku-hen,TV   ,26.0,Spring, Debt
Space Dandy 2,,TV   ,13.0,Summer, Comedy
Somali and the Forest Spirit, Somali to Mori no Kami-sama,TV   ,12.0,Winter, Fantasy
Tsukimichi: Moonlit Fantasy, Tsuki ga Michibiku Isekai Douchuu,TV   ,12.0,Summer, Adventure
Tokyo Magnitude 8.0,,TV   ,11.0,Summer, Earthquake
Blue Period.,,Web  ,12.0,Fall , Seinen
Fire Force, Enn Enn no Shouboutai,TV   ,24.0,Summer, Comedy
Erin, Kemono no Souja Erin,TV   ,50.0,Winter, Drama
Touhou Gensou Mangekyou: The Memories of Phantasm,,OVA  ,16.0,, Japanese Mythology
Yowamushi Pedal, Yowapeda,TV   ,38.0,Fall , Sports
Working!!!, Wagnaria!! 3,TV   ,13.0,Summer, Romance
Slayers Next,,TV   ,26.0,, Comedy
A Day Before Us 2,,Web  ,15.0,, Korean Animation
Detroit Metal City,,OVA  ,12.0,, Seinen
Kanon (2006),,TV   ,24.0,Fall , Drama
Silver Spoon, Gin no Saji,TV   ,11.0,Summer, Shounen
Wu Dong Qiankun,,Web  ,12.0,, Adventure
Soul Eater,,TV   ,51.0,Spring, Fantasy
Aggretsuko 3, Aggressive Retsuko 3,Web  ,10.0,Summer, Animal Protagonists
Ling Jian Zun 4th Season, Spirit Sword Master 4th Season,Web  ,10.0,, Fantasy
Aggretsuko 2, Aggressive Retsuko 2,Web  ,10.0,Spring, Animal Protagonists
Wu Shan Wu Xing, Fog Hill of Five Elements,Web  ,3.0,, Fantasy
Yaoshenji 4th Season, Tales of Demons and Gods 4th Season,Web  ,52.0,, Fantasy
Mobile Suit Gundam Unicorn, Kidou Senshi Gundam Unicorn,OVA  ,7.0,, Drama
Dragon Ball Z,,TV   ,291.0,, Fantasy
The Prince of Tennis II OVA vs. Genius 10, Shin Tennis no Ouji-sama OVA vs Genius 10,OVA  ,10.0,, Sports
Tsubasa: Spring Thunder Chronicle, Tsubasa: Shunraiki,OVA  ,2.0,, Fantasy
Honey and Clover II, Hachimitsu to Clover II,TV   ,12.0,Summer, Drama
That Time I Got Reincarnated as a Slime OVA, Tensei Shitara Slime Datta Ken OVA,OVA  ,5.0,, Adventure
Lovely Complex,,TV   ,24.0,Spring, Romance
The Prince of Tennis: The National Tournament, Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA  ,13.0,, Sports
Wonder Egg Priority,,TV   ,12.0,Winter, Monster-of-the-week
Romeo no Aoi Sora, Romeo and the Black Brothers,TV   ,33.0,Winter, 19th Century
The Story of Saiunkoku 2nd Series, Saiunkoku Monogatari 2nd Series,TV   ,39.0,Spring, Fantasy
Thunderbolt Fantasy: Sword Seekers 2, Thunderbolt Fantasy: Touri-ken Yuuki 2,TV   ,13.0,Fall , Fantasy
The Millionaire Detective - Balance:Unlimited, Fugou Keiji - Balance:Unlimited,TV   ,11.0,Spring, Comedy
REBORN!, Kateikyoushi Hitman Reborn!,TV   ,203.0,Fall , Adventure
DAKAICHI: I'm being harassed by the sexiest man of the year, Dakaretai Otoko Ichii ni Odosarete Imasu.,TV   ,13.0,Fall , Romance
Megalo Box,,TV   ,13.0,Spring, Drama
Saint Seiya: The Lost Canvas - Meiou Shinwa 2nd Chapter, Saint Seiya: The Lost Canvas - Meiou Shinwa 2,OVA  ,13.0,, Fantasy
IDOLiSH7: Vibrato,,Web  ,8.0,Winter, Music
Planetes,,TV   ,26.0,Fall , Sci Fi
Junjou Romantica,,TV   ,12.0,Spring, Comedy
Tower of God, Kami no Tou: Tower of God,TV   ,13.0,Spring, Adventure
Sword Art Online: Alicization - War of Underworld,,TV   ,12.0,Fall , Fantasy
Charlotte,,TV   ,13.0,Summer, Drama
Gosick,,TV   ,24.0,Winter, Mystery
Dragon Ball Z Kai: The Final Chapters,,TV   ,61.0,Spring, Shounen
Yaoshenji 2nd Season, Tales of Demons and Gods 2nd Season,Web  ,40.0,, Fantasy
Hozuki's Coolheadedness OVA, Hozuki no Reitetsu OVA,OVA  ,3.0,, Seinen
Beastars 2,,TV   ,12.0,Winter, Drama
Saint Seiya: The Hades Chapter - Sanctuary, Saint Seiya - Meiou Hades Juuni Kyuu Hen,OVA  ,13.0,, Fantasy
The Case Study of Vanitas, Vanitas no Carte,TV   ,12.0,Summer, Drama
Log Horizon 2,,TV   ,25.0,Fall , Fantasy
Spice and Wolf II OVA, Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA  ,1.0,, Drama
Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem, Code Geass Hangyaku no Lelouch R2 Special Edition: Zero Requiem,OVA  ,1.0,, Sci Fi
Blue Exorcist, Ao no Exorcist,TV   ,25.0,Spring, Fantasy
Seraph of the End: Battle in Nagoya, Owari no Seraph: Nagoya Kessen Hen,TV   ,12.0,Fall , Drama
Monthly Girls' Nozaki-kun, Gekkan Shoujo Nozaki-kun,TV   ,12.0,Summer, Romance
Natsume's Book of Friends: Nyanko-sensei & The First Errand, Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,OVA  ,1.0,, Shoujo
From the New World, Shinsekai yori,TV   ,25.0,Fall , Drama
Wu Shen Zhuzai,,Web  ,19.0,, Fantasy
The Devil is a Part-Timer!, Hataraku Maou-sama!,TV   ,13.0,Spring, Comedy
Xingchen Bian,,Web  ,12.0,, Fantasy
Wan Jie Xian Zong 3rd Season, Master of Legendary Realms 3rd Season,Web  ,48.0,, Fantasy
Saiyuki Gaiden,,OVA  ,3.0,, Fantasy
Junjou Romantica OVA,,OVA  ,1.0,, Comedy
Tanaka-kun is Always Listless, Tanaka-kun wa Itsumo Kedaruge,TV   ,12.0,Spring, Slice of Life
Hyouka,,TV   ,22.0,Spring, Mystery
Naruto,,TV   ,220.0,Fall , Drama
Kono Oto Tomare!, Kono Oto Tomare!: Sounds of Life,TV   ,13.0,Spring, Romance
Mobile Suit Gundam: The Origin - Advent of the Red Comet, Mobile Suit Gundam: The Origin - Zen`ya Akai Suisei,TV   ,13.0,Spring, Drama
Xingchen Bian 2nd Season, Xingchen Bian Zhi Yuli Canghai,Web  ,12.0,, Fantasy
Blue Spring Ride, Ao Haru Ride,TV   ,12.0,Summer, Romance
Ling Jian Zun 5th Season, Spirit Sword Master 5th Season,Web  ,45.0,, Fantasy
Black Butler, Kuroshitsuji,TV   ,24.0,Fall , 19th Century
Saint Seiya: The Hades Chapter - Sanctuary: Yomigaerishi Gold Saint-tachi no Shinwa, Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,OVA  ,2.0,, Recap"
Ushio and Tora TV (2016), Ushio to Tora TV (2016),TV   ,13.0,Spring, Fantasy
My Teen Romantic Comedy SNAFU TOO! OVA, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA  ,1.0,, Romance
Dragon Ball Super,,TV   ,131.0,Summer, Comedy
Nanbaka 2nd Season,,Web  ,12.0,Winter, Comedy
Big Windup! 2, Ookiku Furikabutte: Natsu no Taikai-hen,TV   ,13.0,Spring, Drama
Hi Score Girl: Extra Stage,,OVA  ,3.0,, Seinen
Shirobako,,TV   ,24.0,Fall , Drama
How to Keep a Mummy, Miira no Kaikata,TV   ,12.0,Winter, Fantasy
Kakuriyo: Bed & Breakfast for Spirits, Kakuriyo no Yadomeshi,TV   ,26.0,Spring, Romance
Sword Art Online: Alicization - War of Underworld: Part II,,TV   ,11.0,Summer, Fantasy
Poco's Udon World, Udon no Kuni no Kiniro Kemari,TV   ,12.0,Fall , Slice of Life
The Eden of Grisaia, Grisaia no Rakuen,TV   ,10.0,Spring, Drama
Working'!!, Wagnaria!! 2,TV   ,13.0,Fall , Romance
Jormungand,,TV   ,12.0,Spring, Seinen
My Next Life as a Villainess: All Routes Lead to Doom!, Otome Game no Hametsu Flag Shika Nai Akuyaku Reijou ni Tensei Shiteshimatta...,TV   ,12.0,Spring, Fantasy
High School DxD NEW,,TV   ,12.0,Summer, Ecchi
Hozuki's Coolheadedness OVA 2, Hozuki no Reitetsu OVA 2,OVA  ,1.0,, Seinen
Eden of the East, Higashi no Eden,TV   ,11.0,Spring, Amnesia
Attack on Titan: Lost Girls, Shingeki no Kyojin: Lost Girls,OVA  ,3.0,, Fantasy
Mobile Suit Gundam: The 08th MS Team, Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA  ,12.0,, Drama
Wolf's Rain OVA,,OVA  ,4.0,, Drama
The Quintessential Quintuplets, 5-toubun no Hanayome,TV   ,12.0,Winter, Drama
Sket Dance OVA,,OVA  ,1.0,, Shounen
Kaiji - Ultimate Survivor, Gyakkyou Burai Kaiji: Ultimate Survivor,TV   ,26.0,Fall , Debt
Neon Genesis Evangelion, Shinseiki Evangelion,TV   ,26.0,Fall , Mecha
Orange,,TV   ,13.0,Summer, Mystery
Tian Bao Fuyao Lu, Legend of Tang,Web  ,13.0,, Fantasy
Aggretsuko, Aggressive Retsuko,Web  ,10.0,Spring, Animal Protagonists
Fanren Xiu Xian Chuan, A Mortal's Journey: The Beginning,Web  ,17.0,, Chinese Animation
Xue Ying Lingzhu Zhi Qiyu Pian,,Web  ,4.0,, Fantasy
The Morose Mononokean II, Fukigen na Mononokean: Tsuzuki,TV   ,13.0,Winter, Fantasy
Beastars,,TV   ,12.0,Fall , Fantasy
Goblin Slayer,,TV   ,12.0,Fall , Adventure
D.Gray-man, D. Gray-man,TV   ,103.0,Fall , Adventure
Silver Fang, Ginga: Nagareboshi Gin,TV   ,21.0,, Adventure
Ascendance of a Bookworm OVA, Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,OVA  ,2.0,, Cheats
The Eccentric Family 2, Uchouten Kazoku 2,TV   ,12.0,Spring, Drama
Free! Eternal Summer,,TV   ,13.0,Summer, Drama
Seitokai Yakuindomo* OVA,,OVA  ,10.0,, Shounen
The Melancholy of Haruhi Suzumiya, Suzumiya Haruhi no Yuuutsu,TV   ,14.0,Spring, Shounen
Noragami OVA,,OVA  ,2.0,, Shounen
Phantom: Requiem for the Phantom,,TV   ,26.0,Spring, Amnesia
Free! Dive to the Future,,TV   ,12.0,Summer, Codependency
Zombie Land Saga Revenge,,TV   ,12.0,Spring, Music
Mob Psycho 100 II: The First Spirits and Such Company Trip - A Journey that Mends the Heart and Heals the Soul, Mob Psycho 100: Daiikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,OVA  ,1.0,, Comedy
Real Girl 2nd Season, 3D Kanojo 2nd Season,TV   ,12.0,Winter, Romance
The World is Still Beautiful, Soredemo Sekai wa Utsukushii,TV   ,12.0,Spring, Romance
High School DxD BorN,,TV   ,12.0,Spring, Ecchi
Is It Wrong to Try to Pick Up Girls in a Dungeon? III, Dungeon ni Deai wo Motomeru no wa Machigatte Iru Darou ka III: Familia Myth,TV   ,12.0,Fall , Fantasy
Girls' Last Tour, Shoujo Shuumatsu Ryokou,TV   ,12.0,Fall , Drama
Date a Live: Encore OVA,,OVA  ,1.0,, Romance
Blood Blockade Battlefront & Beyond, Kekkai Sensen & Beyond,TV   ,12.0,Fall , Sci Fi
Lucky Star OVA,,OVA  ,1.0,, Shounen
When They Cry: Higurashi, Higurashi no Naku Koro ni,TV   ,26.0,Spring, Mystery
Baby Steps,,TV   ,25.0,Spring, Sports
Yumeiro Pâtissière,,TV   ,50.0,Fall , Shoujo
D.Gray-man Hallow,,TV   ,13.0,Summer, Adventure
Wushang Shen Di 2nd Season,,Web  ,71.0,, Fantasy
Hungry Days x One Piece,,Web  ,4.0,, Food and Beverage
Magical Girl Lyrical Nanoha A's, Mahou Shoujo Lyrical Nanoha A's,TV   ,13.0,Fall , Magical Girl
Thunderbolt Fantasy 3, Thunderbolt Fantasy: Touri-ken Yuuki 3,TV   ,13.0,Spring, Fantasy
Detective Conan OVA 10: Kid in Trap Island,,OVA  ,1.0,, Shounen
Attack on Titan: Ilse's Notebook, Shingeki no Kyojin: Ilse no Techou,OVA  ,3.0,, Fantasy
Hakuouki: Dawn of the Shinsengumi Tokuten Disc, Hakuouki Reimeiroku Tokuten Disc,OVA  ,2.0,, Drama
Tsurune, Tsurune: Kazemai Koukou Kyuudou-bu,TV   ,13.0,Fall , Archery
Lupin III: Part IV, Lupin Sansei: L`avventura Italiana,TV   ,24.0,Summer, Comedy
Saint Seiya: The Lost Canvas - Meiou Shinwa,,OVA  ,13.0,, Fantasy
Outlaw Star, Seihou Bukyou Outlaw Star,TV   ,26.0,Winter, Adventure
Little Witch Academia TV,,TV   ,25.0,Winter, Fantasy
Glass Mask (2005), Glass no Kamen (2005),TV   ,51.0,Spring, Romance
Sword Art Online: Alicization,,TV   ,24.0,Fall , Fantasy
Kill La Kill,,TV   ,24.0,Fall , Comedy
Akame ga Kill!,,TV   ,24.0,Summer, Fantasy
Yuru Yuri San☆Hai!,,TV   ,12.0,Fall , GL
Alderamin on the Sky, Nejimaki Seirei Senki: Tenkyou no Alderamin,TV   ,13.0,Summer, Fantasy
Aria the Natural,,TV   ,26.0,Spring, Shounen
Ghost Hunt,,TV   ,25.0,Fall , Shoujo
The Daily Life of the Immortal King 2, Xian Wang de Richang Shenghuo II,Web  ,12.0,, Fantasy
Food Wars! The Fifth Plate, Shokugeki no Souma: Gou no Sara,TV   ,13.0,Spring, Ecchi
Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion, Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,OVA  ,1.0,, Sci Fi
Baka and Test - Summon the Beasts 2, Baka to Test to Shoukanjuu Ni!,TV   ,13.0,Summer, Chibi
Kakushigoto,,TV   ,12.0,Spring, Drama
Kuroko's Basketball OVA, Kuroko no Basket: Baka ja Kattenai no yo!,OVA  ,1.0,, Shounen
Macross Frontier,,TV   ,25.0,Fall , Mecha
Nura: Rise of the Youkai Clan OVA, Nurarihyon no Mago OVA,OVA  ,2.0,, Youkai"
The Story of Saiunkoku, Saiunkoku Monogatari,TV   ,39.0,Spring, Fantasy
Mobile Suit Gundam Wing: Endless Waltz, Gundam Wing: Endless Waltz,OVA  ,3.0,, Mecha
Legend of the Galactic Heroes: Spiral Labyrinth, Ginga Eiyuu Densetsu: Rasen Meikyuu,OVA  ,28.0,, Sci Fi
Golden Kamuy,,TV   ,12.0,Spring, Drama
Major 2nd: Second Season,,TV   ,25.0,Spring, Baseball
Sword Art Online,,TV   ,25.0,Summer, Adventure
Your lie in April: Moments, Shigatsu wa Kimi no Uso: Moments,OVA  ,1.0,, Shounen
Kengan Ashura 2,,Web  ,12.0,Fall , Drama
Detective Conan OVA 9: The Stranger of 10 Years, Meitantei Conan OVA 9: 10 Nengo no Stranger,OVA  ,1.0,, Age Transformation
The Witcher: Nightmare of the Wolf,,Web  ,1.0,Summer, Fantasy
Tsukigakirei,,TV   ,12.0,Spring, Coming of Age
Radiant 2nd Season,,TV   ,21.0,Fall , Adventure
My Senpai is Annoying, Senpai ga Uzai Kouhai no Hanashi,TV   ,12.0,Fall , Romance
Dragon Ball,,TV   ,153.0,, Adventure
My Hero Academia: Make It! Do-or-Die Survival Training, Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,Web  ,2.0,Summer, Sci Fi
Slayers Try,,TV   ,26.0,Spring, Adventure
Shouwa Genroku Rakugo Shinjuu OVA,,OVA  ,2.0,, Josei
Hitorijime My Hero,,TV   ,12.0,Summer, Comedy
Bleach,,TV   ,366.0,Fall , Shounen
Wushang Shen Di,,Web  ,64.0,, Fantasy
Tentai Senshi Sunred 2,,TV   ,26.0,Fall , Seinen
City Hunter 2,,TV   ,63.0,, Comedy
Hidamari Sketch: Sae & Hiro's Graduation Arc, Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA  ,2.0,, Slice of Life
Emma: A Victorian Romance - Second Act, Eikoku Koi Monogatari Emma: Molders-hen,TV   ,12.0,Spring, Romance
Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain, Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,OVA  ,1.0,, Shounen
Shadows House,,TV   ,13.0,Spring, Horror
ID:INVADED,,TV   ,13.0,Winter, Sci Fi
GaoGaiGar Final, Yuusha-Oh GaoGaiGar Final,OVA  ,8.0,, Adventure
The Prince of Tennis II, Shin Tennis no Ouji-sama,TV   ,13.0,Winter, Sports
Hanasaku Iroha,,TV   ,26.0,Spring, Romance
Backflip!!, Bakuten!!,TV   ,12.0,Spring, Boarding House
KonoSuba – God’s blessing on this wonderful world! OVA, Kono Subarashii Sekai ni Shukufuku wo! OVA,OVA  ,1.0,, Ecchi
Wu Geng Ji 2nd Season, The Legend and The Hero 2nd Season,Web  ,42.0,, Fantasy
Fruits Basket,,TV   ,26.0,Summer, Drama
Dou Po Cangqiong, Battle Through the Heavens,TV   ,12.0,, Fantasy
Pretty Guardian Sailor Moon Crystal (2016), Pretty Guardian Sailor Moon Crystal: Death Busters,TV   ,13.0,Spring, Fantasy
A Day Before Us,,Web  ,10.0,, Korean Animation
Bloom Into You, Yagate Kimi ni Naru,TV   ,13.0,Fall , GL
Xingchen Bian 3rd Season, Xingchen Bian Zhi Xingchen Yao Hai,Web  ,12.0,, Fantasy
91 Days,,TV   ,12.0,Summer, America
Rakshasa Street, Zhen Hun Jie,Web  ,24.0,, Chinese Animation
Seitokai Yakuindomo OVA,,OVA  ,8.0,, Shounen
Drifters: Special Edition,,OVA  ,1.0,, Seinen
City Hunter 3,,TV   ,13.0,, Comedy
Blast of Tempest, Zetsuen no Tempest: The Civilization Blaster,TV   ,24.0,Fall , Drama
Yuan Long,,Web  ,16.0,, Adventure
Ling Jian Zun 3rd Season, Spirit Sword Master 3rd Season,Web  ,40.0,, Fantasy
Hetalia: The Beautiful World,,TV   ,20.0,Winter, Anthropomorphic
The Royal Tutor, Oushitsu Kyoushi Heine,TV   ,12.0,Spring, Shounen
You and Me. 2, Kimi to Boku. 2,TV   ,13.0,Spring, Shounen
Hetalia: World Series,,Web  ,48.0,Spring, Anthropomorphic
Love Live! School Idol Project 2nd Season,,TV   ,13.0,Spring, Idols
Yumeiro Pâtissière SP Professional,,TV   ,13.0,Fall , Shoujo
Food Wars! Shokugeki no Souma OVA, Shokugeki no Souma: Natsuyasumi no Erina,OVA  ,1.0,, Shounen
Big Windup!, Ookiku Furikabutte,TV   ,25.0,Spring, Drama
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears, Cardcaptor Sakura: Clear Card-hen - Prologue Sakura to Futatsu no Kuma,OVA  ,1.0,, Magical Girl
Ace of the Diamond: Second Season OVA, Diamond no Ace: Second Season OVA,OVA  ,2.0,, Sports
Interviews with Monster Girls, Demi-chan wa Kataritai,TV   ,12.0,Winter, Seinen
Elfen Lied,,TV   ,13.0,Summer, Human Experimentation
K-On!,,TV   ,13.0,Spring, Seinen
Eureka Seven, Koukyoushihen Eureka Seven,TV   ,50.0,Spring, Adventure
Yaoshenji 5th Season, Tales of Demons and Gods 5th Season,Web  ,25.0,, Fantasy
Knights of Sidonia: Battle for Planet Nine, Sidonia no Kishi: Daikyuu Wakusei Seneki,TV   ,12.0,Spring, Adventure
Golden Boy,,OVA  ,6.0,, Ecchi
Luo Xiaohei Zhan Ji, The Legend of Luo Xiaohei,Web  ,28.0,, Fantasy
Plastic Memories,,TV   ,13.0,Spring, Romance
ef - a tale of melodies,,TV   ,12.0,Fall , Romance
Life Lessons with Uramichi Oniisan, Uramichi Oniisan,TV   ,13.0,Summer, Josei
The World God Only Knows: Tenri Arc, Kami nomi zo Shiru Sekai: Tenri-hen,OVA  ,2.0,, Fantasy
Shakugan no Shana II,,TV   ,24.0,Fall , Fantasy
Full Metal Panic!,,TV   ,24.0,Winter, Comedy
Cells at Work!, Hataraku Saibou,TV   ,13.0,Summer, Comedy
The Way of the Househusband 2, Gokushufudou 2,Web  ,5.0,Fall , Seinen
ef - a tale of memories,,TV   ,12.0,Fall , Romance
Noblesse: Awakening,,OVA  ,1.0,, Fantasy
Beelzebub,,TV   ,60.0,Winter, Comedy
Kyo Kara Maoh! 3rd Series,,TV   ,39.0,Spring, Fantasy
Ajin: Demi-Human 2nd Season, Ajin 2nd Season,TV   ,13.0,Fall , Seinen
Star Blazers: Space Battleship Yamato 2202, Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA  ,26.0,, Adventure
Magic Kaito 1412,,TV   ,24.0,Fall , Comedy
IDOLiSH7: Third BEAT!,,TV   ,13.0,Summer, Idols
Haré+Guu DELUXE, Jungle Wa Itsumo Hale Nochi Guu Deluxe,OVA  ,6.0,, Shounen
Dusk Maiden of Amnesia, Tasogare Otome x Amnesia,TV   ,12.0,Spring, Romance
Eyeshield 21,,TV   ,145.0,Spring, Comedy
New Game!!,,TV   ,12.0,Summer, Seinen
Taisho Otome Fairy Tale, Taisho Otome Otogibanashi,TV   ,12.0,Fall , Romance
Kemono Jihen,,TV   ,12.0,Winter, Drama
A Certain Scientific Railgun, Toaru Kagaku no Railgun,TV   ,24.0,Fall , Sci Fi
DARLING in the FRANXX,,TV   ,24.0,Winter, Drama
The Seven Deadly Sins OVA, Nanatsu no Taizai OVA,OVA  ,2.0,, Adventure
Kaiba,,TV   ,12.0,Spring, Romance
xxxHOLiC,,TV   ,24.0,Spring, Seinen
Wan Jie Xian Zong 2nd Season, Master of Legendary Realms 2nd Season,Web  ,40.0,, Fantasy
Future Diary, Mirai Nikki,TV   ,26.0,Fall , Shounen
Super Lovers OVA,,OVA  ,2.0,, Romance
A Lull in the Sea, Nagi no Asu kara,TV   ,26.0,Fall , Fantasy
Future Boy Conan, Mirai Shounen Conan,TV   ,26.0,, Drama
Heaven's Lost Property Forte, Sora no Otoshimono Forte,TV   ,12.0,Fall , Ecchi
BanG Dream! 3rd Season,,TV   ,13.0,Winter, Music
Pokemon XY&Z,,TV   ,47.0,Fall , Fantasy
Recovery of an MMO Junkie, Net-juu no Susume,TV   ,10.0,Fall , Romance
Hikaru no Go,,TV   ,75.0,Fall , Board Games
Tenchi Muyo! Ryo-Ohki 2,,OVA  ,6.0,, Ecchi
K: Return of Kings,,TV   ,13.0,Fall , Animeism
Restaurant to Another World 2, Isekai Shokudou 2,TV   ,12.0,Fall , Episodic
Another,,TV   ,12.0,Winter, Mystery
Hakuouki: A Memory of Snow Flowers, Hakuouki: Sekka-roku,OVA  ,6.0,, Feudal Japan
Yuru Yuri Nachu Yachumi!,,OVA  ,1.0,, Seinen
Non Non Biyori,,TV   ,12.0,Fall , Seinen
Chi's New Address, Chi's Sweet Home: Atarashii Ouchi,TV   ,104.0,Winter, Comedy
A Certain Magical Index II, Toaru Majutsu no Index II,TV   ,24.0,Fall , Sci Fi
Chainsaw Man PV,,Web  ,1.0,, Fantasy
Meng Qi Shi Shen, Cinderella Chef,Web  ,12.0,, Drama
Sound! Euphonium, Hibike! Euphonium,TV   ,13.0,Spring, Music
Food Wars! The Third Plate: Erina no Shin Seikatsu, Shokugeki no Souma: San no Sara - Erina no Shin Seikatsu,OVA  ,1.0,, Ecchi
